,title,content,token
253,"VISA Vyapaar DI Debit Card
-!0","{'Fund': 'VISA Vyapaar DI Debit Card\n', 'Fund Detail': ""Fund: VISA Vyapaar DI Debit Card\n;\nFund DetailIn pursuit to broaden product range and to provide alternatives to customers, Visa Vyapaar Debit Card has been introduced. This is a premium debit card with higher transaction limits that is to be exclusively issued to specific current account holders only.\n\nVISA Vyapaar DI Debit Card : Benefits\nContactless transactions\nPremium Debit Card\nDomestic & international transactionsrequest\nAccepted by million outlets\nExclusively issued\nE-commerce transactions\n\nVISA Vyapaar DI Debit Card : Features\nCash withdrawal Rs. 2,00,000 per day from ATM.\nPurchase limit of Rs. 5,00,000 per day (POS/eCom).\nCash Deposit limit of Rs. 3,00,000 per day.\nWithdrawal Frequency: 20\nCard can be used for domestic as well as international transactions.\nContactless transactions up to Rs. 5,000 can be done without PIN at POS.\nMember banks of National Financial Switch having more than 2,40,000+ ATMs in the country.\nVISA member Bank ATMs all over the world bearing VISA logo.\nFor convenient shopping, dining out at millions of outlets accepting VISA Cards worldwide.\nMake online purchases through the internet.\nCan be used for e-commerce transactions.\nSecured ATM and POS/E-commerce transactions.\n\nVISA Vyapaar DI Debit Card : Do's and Don'ts\nDo’s\nYour Bank of Baroda Debit Card is for personal use.\nYou can generate Debit Card/Green PIN through BOB World App, bob world internet, IVR and by visiting any nearest Bank of Baroda ATM. No physical PIN would be sent (Applicable for domestic registered mobile number).\n\nEnsure to change PIN at regular intervals.\nActivate your debit card by using it first at any ATM. The card can be used at POS/e-commerce only after activation of the card at ATM.\nAlways ensure that your card is used in your presence when transacting at POS and ensure that you enter the PIN for authentication discreetly.\nRegister your mobile number with the bank, subscribe for SMS alerts for all Debit Card transactions to avoid suspicions/fraudulent activities in your account.\nPlease make sure you conduct any ATM transaction in complete privacy.\nBeware if “Shoulder Surfing”. Shield your PIN from onlookers by covering the keypad while entering the PIN.\nEnsure to collect your card, cash and receipt, after completion of the transaction. The ATM does not take back cash if not collected.\nLook extra devices attached to the ATMs. These may be put to capture your data! Inform security guard/bank immediately if any such device found.\nAfter completion of your transaction and before leaving the promised be sure that “Welcome Screen” is displayed in the ATM.\nRegister your mobile number with the bank for getting alerts for your ATM transactions.\nRegularly check account statements. Any unauthorised card transaction in the account, if observed, should be immediately reported to your bank after blocking your debit card. Immediately inform the Bank, if the ATM/Debit Card is lost or stolen. If your card is held back by any ATM, please inform the same to the 24hrs, Customer Care Click Here\nKeep an eye on suspicious movements of people around ATMs. Beware of strangers trying to engage you in conversation.\nWhen you destroy your card upon card expiry or closure of your account, cut it into four prices through the magnetic stripe before disposing it off. If cash is not dispensed and account is debit then Bank of Baroda customer has to fill the complaint form and submit it to the Branch\n. Verify emails and links in emails you supposedly get from your social networking site. These are often designed to gain access to your user name, password and ultimately your personal information. These mails could be phishing emails too.\nAlways ensure that the address of the website where transactions to be done, starts with https:// and not http://.\nDon'ts\nDon't give your Debit Card to anyone. If you need to surrender the card, you may request for closure of card and handover the card to Bank Officials after destruction of the card. You may also block a card using Bank’s Baroda BOB World (Mobile Banking), bob world internet (Internet Banking), IVR, WhatsApp Banking.\nDon't keep a written record of the PIN in any form, place or manner that may facilitate its misuse by anyone. It would be better if you could memorise your PIN.\nDon't disclose your Card/PIN details over email links/phone calls/bank official even if it is purported to be from Bank of Baroda. It may be noted that Bank would never request you to reveal such details.\nDon't overlook or ignore transaction alerts received through SMS.\nNever lend your card to anyone.\nDo not write your PIN on the card or on the cover of the card.\nNever share your PIN with anyone or seek help from anybody by handing over the card and revealing the PIN.\nNever let anyone see you entering your PIN.\nNever use a PIN that could be easily guessed. E.g. your birthday or telephone number. Use of non-dictionary words is advised.\nNever leave your card in the ATM.\nDo not forget to collect the dispensed cash as ATM does not take the cash back.\nAvoid posting personal information such as your address, phone numbers, email address, license number, Aadhaar number, birth place, location for any given day, school’s name of kids and family details.\n\nhttps://www.bankofbaroda.in/-/media/project/bob/countrywebsites/india/personal/cards/credit-cards/card-image/bob-vyapar-di-debit_bob-world_akam.png?h=170&iar=0&w=280&hash=EB90FFA3A8B941D4BB0A90981DDC0E61\n\nhttps://www.bankofbaroda.in/personal-banking/digital-products/cards/debit-cards/baroda-visa-vyapaar-business-card\n"", 'file_chunk_index': 0}",5700
254,"RuPay Select DI Debit Card
-!0","{'Fund': 'RuPay Select DI Debit Card\n', 'Fund Detail': ""Fund: RuPay Select DI Debit Card\n;\nFund DetailIntroducing another customer centric initiative in coordination with NPCI by launching RuPay Select Debit Card.\n\nRuPay Select DI Debit Card : Benefits\nContactless transaction\n10 lakhs insurance\nComplimentary services\nQuick & easy shopping\nE-commerce transactions\nSecured PIN\nInternational usage\n\nRuPay Select DI Debit Card : Features\nContactless transactions up to Rs. 5,000 can be done without PIN at POS.\nRuPay Select Debit card comes with higher limits at ATM cash withdrawal and POS/E-com transactions.\nDaily cash withdrawal Rs. 1,50,000 from ATM.\nDaily POS/E-commerce transactions Up to Rs 5,00,000.\nRuPay Select Debit card comes with multiple features.\nCard can be used for domestic as well as international transactions.\nPersonal accident and total disability cover of Rs. 10 lakhs.\nFor list of lounges in India Location click here.\nFor list of lounges in India and international location click here. (https://www.rupay.co.in/lounges)\nComplimentary one spa session free at O2/Aroma Thai/Four Fountain/Kairali Ayurvedic.\nComplimentary membership in Gold’s Gym/Talwalkar Gym.\nDiscounted access to Golf session.\nComplementary/discounted health check-up facility – SRL Diagnostic/Thyrocare.\nBank of Baroda Interconnected ATMs spread across major centres in the country.\nMember Bank’s ATMs of National Financial Switch in the country.\nFor convenient shopping, dining out at outlets accepting RuPay Cards in India and abroad.\nFor international use, the card can be used at ATM/POS terminals displaying discover, diners club international or pulse logos.\nE-commerce transactions wherever RuPay cards are accepted.\nSecured PIN & CVD2 for online transactions.\nAcceptable at all NFS ATMs and RuPay POS across India.\n\nRuPay Select DI Debit Card : Do's and Don'ts\nDo’s\nYour Bank of Baroda Debit Card is for personal use.\nYou can generate Debit Card/Green PIN through BOB World App, bob world internet, IVR and by visiting any nearest Bank of Baroda ATM. No physical PIN would be sent (Applicable for domestic registered mobile number).\nEnsure to change PIN at regular intervals.\nActivate your debit card by using it first at any ATM. The card can be used at POS/e-commerce only after activation of the card at ATM.\nAlways ensure that your card is used in your presence when transacting at POS and ensure that you enter the PIN for authentication discreetly.\nRegister your mobile number with the bank, subscribe for SMS alerts for all Debit Card transactions to avoid suspicions/fraudulent activities in your account.\nPlease make sure you conduct any ATM transaction in complete privacy.\nBeware if “Shoulder Surfing”. Shield your PIN from onlookers by covering the keypad while entering the PIN.\nEnsure to collect your card, cash and receipt, after completion of the transaction. The ATM does not take back cash if not collected.\nLook extra devices attached to the ATMs. These may be put to capture your data! Inform security guard/bank immediately if any such device found.\nAfter completion of your transaction and before leaving the promised be sure that “Welcome Screen” is displayed in the ATM.\nRegister your mobile number with the bank for getting alerts for your ATM transactions.\nRegularly check account statements. Any unauthorised card transaction in the account, if observed, should be immediately reported to your bank after blocking your debit card.\nImmediately inform the Bank, if the ATM/Debit Card is lost or stolen. If your card is held back by any ATM, please inform the same to the 24hrs, Customer Care Click Here\nKeep an eye on suspicious movements of people around ATMs. Beware of strangers trying to engage you in conversation.\nWhen you destroy your card upon card expiry or closure of your account, cut it into four prices through the magnetic stripe before disposing it off.\nIf cash is not dispensed and account is debit then Bank of Baroda customer has to fill the complaint form and submit it to the Branch\nVerify emails and links in emails you supposedly get from your social networking site. These are often designed to gain access to your user name, password and ultimately your personal information. These mails could be phishing emails too.\nAlways ensure that the address of the website where transactions to be done, starts with https:// and not http://.\nDon'ts\nDon't give your Debit Card to anyone. If you need to surrender the card, you may request for closure of card and handover the card to Bank Officials after destruction of the card. You may also block a card using Bank’s Baroda BOB World (Mobile Banking), bob world internet (Internet Banking), IVR, WhatsApp Banking.\nDon't keep a written record of the PIN in any form, place or manner that may facilitate its misuse by anyone. It would be better if you could memorise your PIN.\nDon't disclose your Card/PIN details over email links/phone calls/bank official even if it is purported to be from Bank of Baroda. It may be noted that Bank would never request you to reveal such details.\nDon't overlook or ignore transaction alerts received through SMS.\nNever lend your card to anyone.\nDo not write your PIN on the card or on the cover of the card.\nNever share your PIN with anyone or seek help from anybody by handing over the card and revealing the PIN.\nNever let anyone see you entering your PIN.\nNever use a PIN that could be easily guessed. E.g. your birthday or telephone number. Use of non-dictionary words is advised.\nNever leave your card in the ATM.\nDo not forget to collect the dispensed cash as ATM does not take the cash back.\nAvoid posting personal information such as your address, phone numbers, email address, license number, Aadhaar number, birth place, location for any given day, school’s name of kids and family details.\n\nhttps://www.bankofbaroda.in/personal-banking/digital-products/cards/debit-cards/rupay-select-debit-card"", 'file_chunk_index': 0}",6025
255,"Visa Classic DI Debit Card
-!0","{'Fund': 'Visa Classic DI Debit Card\n', 'Fund Detail': ""Fund: Visa Classic DI Debit Card\n;\nFund DetailVisa Classic Debit Card is an ideal choice for your requirement of performance, simplicity, flexibility. For securing hotel reservations, buying books online, or making everyday purchases Electron and offers value propositions in the form of payments.\n\nVisa Classic DI Debit Card : Benefits\nContactless transaction\nAttractive offers\nOnline transactions\nQuick and easy shopping\nSecured with verification\n\nVisa Classic DI Debit Card : Features\nContactless transactions up to Rs. 5,000 can be done without PIN at POS.\nCash withdrawal Rs. 25,000 per day\nSecured with verification\nShopping limits of Rs. 50,000 per day\nAttractive offers on activation and usage\nBank of Baroda Interconnected ATMs in India.\nMember Bank’s ATM of National Financial Switch in India.\nMake online purchases through the internet.\nFor convenient shopping, travelling, dining out at many locations in India where Visa Cards are accepted with PIN based authorizations.\nThe most acceptable shopping option.\n\nVisa Classic DI Debit Card : Do's and Don'ts\nDo’s\nYour Bank of Baroda Debit Card is for personal use.\nYou can generate Debit Card/Green PIN through BOB World App, bob world internet, IVR and by visiting any nearest Bank of Baroda ATM. No physical PIN would be sent (Applicable for domestic registered mobile number).\nEnsure to change PIN at regular intervals.\nActivate your debit card by using it first at any ATM. The card can be used at POS/e-commerce only after activation of the card at ATM.\nAlways ensure that your card is used in your presence when transacting at POS and ensure that you enter the PIN for authentication discreetly.\nRegister your mobile number with the bank, subscribe for SMS alerts for all Debit Card transactions to avoid suspicions/fraudulent activities in your account.\nPlease make sure you conduct any ATM transaction in complete privacy.\nBeware if “Shoulder Surfing”. Shield your PIN from onlookers by covering the keypad while entering the PIN.\nEnsure to collect your card, cash and receipt, after completion of the transaction. The ATM does not take back cash if not collected.\nLook extra devices attached to the ATMs. These may be put to capture your data! Inform security guard/bank immediately if any such device found.\nAfter completion of your transaction and before leaving the promised be sure that “Welcome Screen” is displayed in the ATM.\nRegister your mobile number with the bank for getting alerts for your ATM transactions.\nRegularly check account statements. Any unauthorised card transaction in the account, if observed, should be immediately reported to your bank after blocking your debit card.\nImmediately inform the Bank, if the ATM/Debit Card is lost or stolen. If your card is held back by any ATM, please inform the same to the 24hrs, Customer Care Click Here\nKeep an eye on suspicious movements of people around ATMs. Beware of strangers trying to engage you in conversation.\nWhen you destroy your card upon card expiry or closure of your account, cut it into four prices through the magnetic stripe before disposing it off.\nIf cash is not dispensed and account is debit then Bank of Baroda customer has to fill the complaint form and submit it to the Branch\nVerify emails and links in emails you supposedly get from your social networking site. These are often designed to gain access to your user name, password and ultimately your personal information. These mails could be phishing emails too.\nAlways ensure that the address of the website where transactions to be done, starts with https:// and not http://.\nDon'ts\nDon't give your Debit Card to anyone. If you need to surrender the card, you may request for closure of card and handover the card to Bank Officials after destruction of the card. You may also block a card using Bank’s Baroda BOB World (Mobile Banking), bob world internet (Internet Banking), IVR, WhatsApp Banking.\nDon't keep a written record of the PIN in any form, place or manner that may facilitate its misuse by anyone. It would be better if you could memorise your PIN.\nDon't disclose your Card/PIN details over email links/phone calls/bank official even if it is purported to be from Bank of Baroda. It may be noted that Bank would never request you to reveal such details.\nDon't overlook or ignore transaction alerts received through SMS.\nNever lend your card to anyone.\nDo not write your PIN on the card or on the cover of the card.\nNever share your PIN with anyone or seek help from anybody by handing over the card and revealing the PIN.\nNever let anyone see you entering your PIN.\nNever use a PIN that could be easily guessed. E.g. your birthday or telephone number. Use of non-dictionary words is advised.\nNever leave your card in the ATM.\nDo not forget to collect the dispensed cash as ATM does not take the cash back.\nAvoid posting personal information such as your address, phone numbers, email address, license number, Aadhaar number, birth place, location for any given day, school’s name of kids and family details.\n\nhttps://www.bankofbaroda.in/-/media/project/bob/countrywebsites/india/personal/cards/credit-cards/card-image/bob-visa-classic-di_bob-world_akam.png?h=170&iar=0&w=280&hash=A94F4723A43388663DA711590071C9EF\nhttps://www.bankofbaroda.in/personal-banking/digital-products/cards/debit-cards/visa-classic-card"", 'file_chunk_index': 0}",5474
256,"Visa Platinum DI Debit Card
-!0","{'Fund': 'Visa Platinum DI Debit Card\n', 'Fund Detail': ""Fund: Visa Platinum DI Debit Card\n;\nFund DetailIn pursuit to broaden product range and to provide alternatives to customers, we have launched Visa Platinum DI Debit Card. This Card is based on Near Field Communication (NFC) technology wherein the debit card need not to be dipped at the POS. Instead, the card holder simply taps the card over the special POS terminals (enabled for accepting contactless cards) for making purchases at POS.\n\nVisa Platinum DI Debit Card : Benefits\nContactless transactions\nInternational & domestic transactions\nAll ATM's bearing RuPay logo\nQuick & easy shopping\n\nfeatures\nPlatinum variant of VISA Debit card with higher limits at ATM Cash withdrawal and POS/E-com transactions.\nMember banks of National Financial Switch having more than 1,18,000+ ATMs in the country.\nVISA member Bank ATMs all over the world bearing VISA logo.\nFor convenient shopping, dining out at millions of outlets accepting VISA Cards worldwide.\nMake online purchase through the internet.\nCan be used for e-commerce transactions.\nCash withdrawal Rs. 50,000 per day from ATM.\nPurchase limit of Rs. 2,00,000 per day (POS).\nCard can be used for domestic as well as international transactions.\nContactless transactions up to Rs. 5,000 can be done without PIN at POS.\n\nVisa Platinum DI Debit Card : Do's and Don'ts\nDo’s\nYour Bank of Baroda Debit Card is for personal use.\nYou can generate Debit Card/Green PIN through BOB World App, bob world internet, IVR and by visiting any nearest Bank of Baroda ATM. No physical PIN would be sent (Applicable for domestic registered mobile number).\nEnsure to change PIN at regular intervals.\nActivate your debit card by using it first at any ATM. The card can be used at POS/e-commerce only after activation of the card at ATM.\nAlways ensure that your card is used in your presence when transacting at POS and ensure that you enter the PIN for authentication discreetly.\nRegister your mobile number with the bank, subscribe for SMS alerts for all Debit Card transactions to avoid suspicions/fraudulent activities in your account.\nPlease make sure you conduct any ATM transaction in complete privacy.\nBeware if “Shoulder Surfing”. Shield your PIN from onlookers by covering the keypad while entering the PIN.\nEnsure to collect your card, cash and receipt, after completion of the transaction. The ATM does not take back cash if not collected.\nLook extra devices attached to the ATMs. These may be put to capture your data! Inform security guard/bank immediately if any such device found.\nAfter completion of your transaction and before leaving the promised be sure that “Welcome Screen” is displayed in the ATM.\nRegister your mobile number with the bank for getting alerts for your ATM transactions.\nRegularly check account statements. Any unauthorised card transaction in the account, if observed, should be immediately reported to your bank after blocking your debit card.\nImmediately inform the Bank, if the ATM/Debit Card is lost or stolen. If your card is held back by any ATM, please inform the same to the 24hrs, Customer Care Click Here\nKeep an eye on suspicious movements of people around ATMs. Beware of strangers trying to engage you in conversation.\nWhen you destroy your card upon card expiry or closure of your account, cut it into four prices through the magnetic stripe before disposing it off.\nIf cash is not dispensed and account is debit then Bank of Baroda customer has to fill the complaint form and submit it to the Branch\nVerify emails and links in emails you supposedly get from your social networking site. These are often designed to gain access to your user name, password and ultimately your personal information.\nThese mails could be phishing emails too.\nAlways ensure that the address of the website where transactions to be done, starts with https:// and not http://.\nDon'ts\nDon't give your Debit Card to anyone. If you need to surrender the card, you may request for closure of card and handover the card to Bank Officials after destruction of the card. You may also block a card using Bank’s Baroda BOB World (Mobile Banking), bob world internet (Internet Banking), IVR, WhatsApp Banking.\nDon't keep a written record of the PIN in any form, place or manner that may facilitate its misuse by anyone. It would be better if you could memorise your PIN.\nDon't disclose your Card/PIN details over email links/phone calls/bank official even if it is purported to be from Bank of Baroda. It may be noted that Bank would never request you to reveal such details.\nDon't overlook or ignore transaction alerts received through SMS.\nNever lend your card to anyone.\nDo not write your PIN on the card or on the cover of the card.\nNever share your PIN with anyone or seek help from anybody by handing over the card and revealing the PIN.\nNever let anyone see you entering your PIN.\nNever use a PIN that could be easily guessed. E.g. your birthday or telephone number. Use of non-dictionary words is advised.\nNever leave your card in the ATM.\nDo not forget to collect the dispensed cash as ATM does not take the cash back.\nAvoid posting personal information such as your address, phone numbers, email address, license number, Aadhaar number, birth place, location for any given day, school’s name of kids and family details.\n\nhttps://www.bankofbaroda.in/-/media/project/bob/countrywebsites/india/personal/cards/credit-cards/card-image/bob-visa-plat-di-debit-cards_bob-world_akam(1).png?h=170&iar=0&w=280&hash=71D32A126DEC313A00602BFA9793571E\nhttps://www.bankofbaroda.in/personal-banking/digital-products/cards/debit-cards/visa-platinum"", 'file_chunk_index': 0}",5731
257,"bob World Yoddha Debit Card
-!0","{'Fund': 'bob World Yoddha Debit Card\n', 'Fund Detail': 'Fund: bob World Yoddha Debit Card\n;\nFund DetailThe bob world ""Yoddha"" Debit card is offered exclusively to defence personnel maintaining Salary / Pension account under SB-186.\n\nbob World Yoddha Debit Card : Benefits\n\nDomestic as well as International Variant.\nIssuance fee & Annual fee is NIL\nUnlimited Free ATM usage at all Bank’s ATMs\nFree domestic and International Lounge access.\n\nbob World Yoddha Debit Card : Features\nMore than 6,900 Bank of Baroda Interconnected ATMs spread across major centres in the country.\nMax. Cash withdrawal limit of Rs. 1,50,000/- per day.\nMax. per day limit at POS/Ecom is Rs.5,00,000/-\nContactless transactions up to Rs. 5,000 can be done without PIN at POS.\nPersonal accident and total disability cover of Rs. 10 Lacs.\nComplimentary domestic and international lounge access- Two Free Domestic Lounge access in a quarter and Two Free Access per year for International Lounges.\nComplimentary One Spa session free at O2/Aromathai/Four Fountain/Kairali Ayuvedic.\nComplimentary membership in Gold\'s Gym/Talwalkar Gym.\nDiscounted access to Golf session- One complimentary Golf game or lesson every year in premium golf course across top cities in India.\nComplementary/Discounted health check-up facility - SRL Diagnostic.\n* The complimentary features offered are subject to change from time to time\n\nbob World Yoddha Debit Card : Eligibility Criteria\nDefence personnel maintaining Salary/Pension account with our Bank under scheme codes SB-186 with mode of operation as ""Self"" or ""Either or Survivor"" or ""Anyone or Survivor"".\n\nbob World Yoddha Debit Card : Fees & Charges\nIssuance fee & Annual fee – NIL\nUnlimited Free ATM usage at all Bank’s ATMs\nFor other service charges related queries, please refer to Debit Card section on our Bank’s website URL: https://Www.Bankofbaroda.In/Interest-Rate-And-Service-Charges/Service-Charges\n\nbob World Yoddha Debit Card : Do\'s and Don\'ts\nDo’s\nYour Bank of Baroda Debit Card is for personal use.\nYou can generate Debit Card/Green PIN through bob World App, bob world internet, IVR and by visiting any nearest Bank of Baroda ATM. No physical PIN would be sent (Applicable for domestic registered mobile number).\nEnsure to change PIN at regular intervals.\nActivate your debit card by using it first at any ATM. The card can be used at POS/e-commerce only after activation of the card at ATM.\nAlways ensure that your card is used in your presence when transacting at POS and ensure that you enter the PIN for authentication discreetly.\nRegister your mobile number with the bank, subscribe for SMS alerts for all Debit Card transactions to avoid suspicions/fraudulent activities in your account.\nPlease make sure you conduct any ATM transaction in complete privacy.\nBeware if “Shoulder Surfing”. Shield your PIN from onlookers by covering the keypad while entering the PIN.\nEnsure to collect your card, cash and receipt, after completion of the transaction. The ATM does not take back cash if not collected.\nLook extra devices attached to the ATMs. These may be put to capture your data! Inform security guard/bank immediately if any such device found.\nAfter completion of your transaction and before leaving the promised be sure that “Welcome Screen” is displayed in the ATM.\nRegister your mobile number with the bank for getting alerts for your ATM transactions.\nRegularly check account statements. Any unauthorised card transaction in the account, if observed, should be immediately reported to your bank after blocking your debit card.\nImmediately inform the Bank, if the ATM/Debit Card is lost or stolen. If your card is held back by any ATM, please inform the same to the 24hrs, Customer Care Click Here\nKeep an eye on suspicious movements of people around ATMs. Beware of strangers trying to engage you in conversation.\nWhen you destroy your card upon card expiry or closure of your account, cut it into four prices through the magnetic stripe before disposing it off. If cash is not dispensed and account is debit then Bank of Baroda customer has to fill the complaint form and submit it to the Branch\n. Verify emails and links in emails you supposedly get from your social networking site. These are often designed to gain access to your user name, password and ultimately your personal information. These mails could be phishing emails too.\nAlways ensure that the address of the website where transactions to be done, starts with https:// and not http://.\nDon\'ts\nDon\'t give your Debit Card to anyone. If you need to surrender the card, you may request for closure of card and handover the card to Bank Officials after destruction of the card. You may also block a card using Bank’s Baroda bob World (Mobile Banking), bob world internet (Internet Banking), IVR, WhatsApp Banking.\nDon\'t keep a written record of the PIN in any form, place or manner that may facilitate its misuse by anyone. It would be better if you could memorise your PIN.\nDon\'t disclose your Card/PIN details over email links/phone calls/bank official even if it is purported to be from Bank of Baroda. It may be noted that Bank would never request you to reveal such details.\nDon\'t overlook or ignore transaction alerts received through SMS.\nNever lend your card to anyone.\nDo not write your PIN on the card or on the cover of the card.\nNever share your PIN with anyone or seek help from anybody by handing over the card and revealing the PIN.\nNever let anyone see you entering your PIN.\nNever use a PIN that could be easily guessed. E.g. your birthday or telephone number. Use of non-dictionary words is advised.\nNever leave your card in the ATM.\nDo not forget to collect the dispensed cash as ATM does not take the cash back.\nAvoid posting personal information such as your address, phone numbers, email address, license number, Aadhaar number, birth place, location for any given day, school’s name of kids and family details.\n\nhttps://www.bankofbaroda.in/personal-banking/digital-products/cards/debit-cards/bob-world-yoddha-debit-card\n', 'file_chunk_index': 0}",6141
258,"bob World Yoddha Debit Card
-!1","{'Fund': 'bob World Yoddha Debit Card\n', 'Fund Detail': 'Fund: bob World Yoddha Debit Card\n;\nFund Detailhttps://www.bankofbaroda.in/-/media/project/bob/countrywebsites/india/personal/cards/bob-world-yoddha-debit-card/bob-world-yoddha-debit-card.png?h=170&iar=0&w=280&hash=684DF4F9BAAB0DC679FD66CC71B1D175', 'file_chunk_index': 1}",332
259,What is a debit card?-!0,"{'Fund': 'What is a debit card?', 'Fund Detail': ""Fund: What is a debit card?;\nFund DetailIt is a channel through which you make payments. Transactions are made through a variety of channels, including POS terminals, ATMs, and online stores. \n\nWhen making a purchase with a debit card, the money is immediately taken out of the customer's bank account that is connected to that debit card."", 'file_chunk_index': 0}",417
260,How to apply for a debit card?-!0,"{'Fund': 'How to apply for a debit card?', 'Fund Detail': 'Fund: How to apply for a debit card?;\nFund DetailCustomers may apply for a debit card in person at their local branch\n\tOnline through the bob World App\n    \n\tOr online through the bob World Internet\n         \tCalling at the contact centre', 'file_chunk_index': 0}",330
261,How to use a debit card?-!0,"{'Fund': 'How to use a debit card?', 'Fund Detail': 'Fund: How to use a debit card?;\nFund DetailAfter receiving a debit card:\n\n\nThe customer must create a green PIN using a BOB ATM, bob World App, bob World Internet, or by calling IVR.      \nA physical PIN will be given to the NRI customer category along with new cards at their base branch. NRI clients can make an ATM withdrawal transaction to activate the debit card.', 'file_chunk_index': 0}",451
262,What are the eligibility criteria?-!0,"{'Fund': 'What are the eligibility criteria?', 'Fund Detail': 'Fund: What are the eligibility criteria?;\nFund DetailIndividuals maintaining Savings, SSB account, Jeevan Suraksha Account with operational instructions as “Self” or “Either or Survivor” or “Any one or Survivor”. This also includes Pensioners & Senior Citizens.\nIndividuals maintaining Current account with mode of operation as “Self”, “Either or Survivor” or “Sole Proprietor”.\nBaroda Visa Vyapaar Debit Card can be issued to individuals and to Private Limited Companies, Public Limited Companies and Partnership Firms under specific scheme codes with mentioned mode of operations: Self; Sole Proprietor; Any One Partner; Any One Director; Chairman; Managing Director; Authorised Signatory\nIndividuals maintaining specific CC accounts, RuPay BKCC cards to be issued.\nIndividuals maintaining specific OD accounts, RuPay Mudra cards to be issued.', 'file_chunk_index': 0}",938
263,How to check debit card eligibility?-!0,"{'Fund': 'How to check debit card eligibility?', 'Fund Detail': 'Fund: How to check debit card eligibility?;\nFund DetailThe eligibility is determined by the scheme code and mode of operation used to open the bank customer account.', 'file_chunk_index': 0}",256
264,What are the benefits of the Bank of Baroda debit card?-!0,"{'Fund': 'What are the benefits of the Bank of Baroda debit card?', 'Fund Detail': 'Fund: What are the benefits of the Bank of Baroda debit card?;\nFund DetailAttractive offers on networks: VISA, MasterCard, and RuPay. \n \tNPCI offers holders of RuPay PMJDY, Platinum, and Select Debit Cards the benefits of accidental and total disability insurance. \n \tBank of Baroda offers contactless and international debit cards that can be set up for use with ADC channels to make payments abroad. \n \tThe ability to process domestic e-mandates and recurring payments. \n \tCustomers can instantly generate debit card PIN using the bob World app / bob World Internet / IVR / BOB ATM. \n \tIt performs instant payments at POS in contactless mode. \n \tThe non-personalised debit cards are also issued after 24–48 working hours from the receipt of the non-personalised card.', 'file_chunk_index': 0}",891
265,Do debit cards have fees?-!0,"{'Fund': 'Do debit cards have fees?', 'Fund Detail': 'Fund: Do debit cards have fees?;\nFund DetailThe charges for using the Bank of Baroda debit card are changed from time to time with prior notification to the cardholders. For more details, please  Click Here (https://www.bankofbaroda.in/interest-rate-and-service-charges/service-charges.)', 'file_chunk_index': 0}",367
266,Can a fresh Debit Card issued in lieu of a lost/damaged card and what is the amount to be charged?-!0,"{'Fund': 'Can a fresh Debit Card issued in lieu of a lost/damaged card and what is the amount to be charged?', 'Fund Detail': 'Fund: Can a fresh Debit Card issued in lieu of a lost/damaged card and what is the amount to be charged?;\nFund DetailYes, for more details, please  Click Here (https://www.bankofbaroda.in/interest-rate-and-service-charges/service-charges.)', 'file_chunk_index': 0}",392
267,What are the different types of Debit Cards issued by Bank of Baroda?-!0,"{'Fund': 'What are the different types of Debit Cards issued by Bank of Baroda?', 'Fund Detail': 'Fund: What are the different types of Debit Cards issued by Bank of Baroda?;\nFund DetailBank is issuing different types of Debit Cards in co-ordination with Visa, MasterCard and RuPay. \n\nTo know the details of different card variants being issued by Bank, please refer to ATM/Debit Card section on our bank’s website Click Here. (https://www.bankofbaroda.in/personal-banking/digital-products/cards/debit-cards)', 'file_chunk_index': 0}",536
268,"What are the Debit Card variants, wherein international usage is allowed?-!0","{'Fund': 'What are the Debit Card variants, wherein international usage is allowed?', 'Fund Detail': 'Fund: What are the Debit Card variants, wherein international usage is allowed?;\nFund DetailVISA Platinum DI.\nVISA Classic Intl Contactless\nBaroda VISA Vyapaar.\nbob World Opulence (Infinite)\nbob World Sapphire (Signature)\nMaster Card Platinum DI.\nMaster Card World (Baroda Radiance).\nMaster Card Classic Intl Contactless.\nRuPay Platinum DI.\nRuPay BPCL (Platinum).\nRuPay Select DI.\nRuPay Classic Intl Contactless.\nbob World Yodha\nbob World Agniveer', 'file_chunk_index': 0}",588
269,Is an ATM card a debit card?-!0,"{'Fund': 'Is an ATM card a debit card?', 'Fund Detail': 'Fund: Is an ATM card a debit card?;\nFund DetailA debit card is a multipurpose card that can be used for ATM, POS, online, and contactless transactions, while an ATM card can only be used for ATM transactions.', 'file_chunk_index': 0}",291
270,Can I use my debit card at any ATM?-!0,"{'Fund': 'Can I use my debit card at any ATM?', 'Fund Detail': 'Fund: Can I use my debit card at any ATM?;\nFund DetailThe Bank of Baroda Debit cards are accepted at ATMs that are part of a network, such as RuPay, Visa, Master Card, and others.', 'file_chunk_index': 0}",269
271,What happens if I don't use my debit card for a long time?-!0,"{'Fund': ""What happens if I don't use my debit card for a long time?"", 'Fund Detail': ""Fund: What happens if I don't use my debit card for a long time?;\nFund DetailCustomers must frequently use the debit card in order to avoid blocking of Debit Card."", 'file_chunk_index': 0}",276
