,title,content
107,"bob World UPI : Do's and Dont's
","Do’s	Don’ts
Immediately report lost/stolen mobile/Debit Card to Bank’s Contact Centre for blocking of UPI/Debit Card.	Never share the Confidential information like Debit Card number, Expiry Date, OTP to any one by any means.
Immediately report unauthorised transaction to Bank’s Contact Centre for blocking of compromised channel.	Never transfer funds or accept collect request without validation of recipient, as funds once transferred cannot be reversed.
Verify transaction alert received via SMS and report unauthorised transaction immediately.	Never download any suspicious App or share the App code.
If needed, find the Contact details of any E-commerce site/insurance/Bank’s Branch/Contact Centre Number from the Official Website of the respective E-commerce site/insurance/Banks etc.	Never get the Contact details from any Search Engine it might be the manipulated Mobile number of the fraudster.
If you have shared your Debit Card credentials, please immediately block UPI channel in addition to Debit Card.	Don’t open or access any external link shared to your device.
When receiving Collect Request, please enter your PIN carefully, as entering PIN will result in debiting of your account.	Don’t scan any suspicious QR Code received on your device."
108,"What is Unified Payment Interface?
",Unified payment Interface (UPI) is a payment system developed by National Payment Corporation of India (NPCI). It is a platform where customer can fetch and place all his accounts maintained with different banks and transact through these accounts. UPI allows you to transfer money between any two parties via smart phone through a payment identifier like virtual payment address or Account number + IFSC.
109,"How is UPI different from existing transaction mechanisms/IMPS?
","
UPI is providing additional benefits to existing mechanisms in the following ways:

Provides for a P2P Pull (Collect) functionality
Simplify Merchant Payments
Single app for funds transfer using account of any bank
Single Click two factor authentication"
110,"Who started it/who is behind it?
","UPI is an initiative of National Payments Corporation of India (NPCI).

"
111,"What is NPCI?
","NPCI is the National Payments Corporation of India. They run a lot of the payments infrastructure in India, including issuing RuPay Cards and making sure you can withdraw money from any ATM irrespective of the bank.

"
112,"Which phones/platforms are supported by these UPI Applications?
","Presently, BHIM Baroda Pay application supports Android Mobile and iOS platform phones.

"
113,"Can I access these UPI Applications from my computer?
","No, presently UPI applications are available only through mobile application and is not accessible from your computer.

"
114,"Do I Need Mobile Internet for downloading and using the application?
","Yes, you need a basic mobile internet/GPRS to download these applications. You will need to have an active mobile Internet service to be able to use these applications and its features.

"
115,"How much does it cost to use BHIM Baroda Pay UPI?
","BHIM Baroda Pay UPI can be downloaded for free. The Mobile App uses mobile internet data and messaging that will incur charges based on your telecom providers data and messaging plan.

"
116,"Do I need to register for making transactions using UPI?
","Yes, you need to register on UPI and link your bank accounts before performing transactions.

"
117,"Is it mandatory to have an Account with Bank of Baroda, Dena Bank or Vijay Bank to use the respective UPI Applications of these Banks?
","No, A person who is having an account eligible for UPI Applications with any Bank, can use any of these UPI applications. However, the user must have an account with a UPI enabled Bank, updated list of which are available on NPCI website.

"
118,"What are the requirements for using BHIM Baroda Pay UPI?
","While registering for BHIM Baroda Pay, please ensure you have following:
An android/ iOS phone with internet services
An operative bank account eligible for UPI (Saving/Current account having mode of operation Self, Either or Survivor or Sole Proprietor) except NRE/NRO and Sukanya Samriddhi and Multiple Customer ID.
The mobile number being registered with UPI must be linked to the bank account.
Active debit card relating to this account for creating UPI PIN for transactions."
119,"Can I use BHIM Baroda Pay when I am travelling abroad?
","BHIM Baroda Pay has been enabled for use in India as well as aboard/overseas (roaming facility on same number will be enabled).

"
120,"How BHIM Baroda Pay UPI is beneficial over mobile banking?
","All Banks have their own mobile banking App. When a user has accounts in multiple Banks, he/she has to download the Mobile Banking Application of all those banks. Whereas in UPI, any Bank Customer may download and use the UPI App of any Bank live with UPI. Hence, a user may transact from any Bank account on one platform that is UPI. Easy self-registration by downloading application from Play Store/App store.
The service is instant and available 24X7, even on public/bank holidays. Also, there is no pre-registration required for the beneficiary."
121,"Can I have more than one UPI Application?
","Yes, you can have multiple UPI Apps of different Bank with same mobile number registered with respective bank accounts.

"
122,"How can I register for UPI?
","User will download the UPI enabled bank app on Play Store.
AAfter successful download of app, mobile verification will be done. For dual SIM, user will have to select SIM slot in which registered mobile number is inserted.
After verification of mobile number, user will have to enter his/her name.
On the next screen, customer has to select “Bank Name” from drop list down provided and select accounts and create VPA.
After successful linking of bank account and VPA, user will have to create 4 digits login PIN, enter email ID, and set one security question.
On the same page user will have to agree terms and conditions and click submit.
User profile is created successfully.
Note: Kindly ensure sufficient balance in your number for deducting SMS charges for mobile verification."
123,"How to set Login PIN?
","You can set Login PIN of your choice in the below format Bank of Baroda - 4-character Login PIN.

"
124,"How can I add more Bank Account after successful creation of Profile?
","After successful registration with UPI, click on Add Bank Account. Choose your bank from the list in which this mobile number is updated. Application will fetch the eligible account number link with the same mobile number.

"
125,"What is UPI PIN and how to set it?
","UPI PIN is a second factor authentication i.e., 4 Digit transaction PIN which is required to authorize financial and non-financial transactions. Debit Card is mandatory for Setting UPI PIN.UPI PIN can be set by entering last 6 six digits of debit card and expiry date along with OTP delivered to your registered mobile number from issuer bank. You can use Change PIN option to change the PIN required for transactions. Bank of Baroda-4 Digit UPI PIN (All Link Account number will have Same UPI PIN).

"
126,"Why am I not able to set UPI PIN for my account despite entering valid debit card details?
","Using the active debit card, you can set the UPI PIN only for the account linked to the card. In case of card is not linked to account, please contact your branch.

"
127,"How many Bank Accounts can I add to my Profile?
","You can add below numbers of eligible accounts in your profile. You can click on plus, under UPI Accounts or go to Manage Accounts and proceed for adding Bank accounts.

"
128,"What is Virtual Payment Address (VPA)?
","
Virtual Payment Address is created for your bank account which acts as a unique identifier to be used for performing the transactions. To send money, you just need to enter the virtual address of the beneficiary. The beneficiary need not to share account details as only VPA is required for transaction. There will be different VPA handler for the different Bank like -
For Bank of Baroda handler is - @barodapay and @barodampay"
129,"How many Virtual Payment Addresses can be created against one Bank Account?
","You can create maximum 3+1 Virtual Payment Addresses. The created VPA must be linked with one account to receive payments. The Payment will be received on Default account number set for respective VPA

"
130,"How many Bank Accounts can be linked with one Virtual Payment Address?
","You can link multiple Bank Accounts with one Virtual Payment Address. However, you have to set one default Bank Account for that Virtual Payment Address.

"
131,"I have more than one account with Bank(s), do I need separate virtual payment addresses for each of these accounts?
","You can either link both accounts to a single VPA or you can assign a separate VPA for each account. In the former, please ensure you have appropriately chosen which account you would like to use as the default account to get credit.

"
132,"Why am I not able to connect on UPI?
","The reason may be:
Your account may have become Dormant/In-active.
Mobile Number from which you are trying to sign in may not be registered to your Account.
Customer is having Mode of Operation which is not eligible for UPI services such as Joint/ Anyone or survivor, former or survivor etc.
You are having account with multiple customer Ids"
133,"I am able to see accounts which do not belong to me. What should I do?
","It might be the case that your mobile number is mistakenly registered against the account number in question. Please contact the respective bank whose account is visible.

"
134,"All my accounts are not visible. Why?
","The reason may be:
You are not having account in the eligible scheme i.e., Saving, Current and OD
The mode of operation is not Self/Either or Survivor or Sole Proprietor.
Customer ID is different."
135,"What if I enter the UPI PIN wrong for more than 3 attempts?
","UPI PIN will be block permanently. You have to regenerate New UPI-PIN by using your debit card credential along with OTP sent by issuer bank.

"
136,"If I forgot UPI PIN, what will be the procedure and details required for it?
","You have to select SET/RESET UPI PIN option through UPI Application and require to put your last 6 six digits of debit card and expiry date along with OTP password which will be sent on registered mobile number from issuer bank.

"
137,"If I forgot Login PIN, what will be the procedure and details required for it?
","In this case, click on forgot Login PIN, option is available on the login page. Now, on the next screen you will be asked to enter:
Question and answers which was set at the time of registration.
Now, after Answer and question, App will prompt to set New 4 digits Login PIN."
138,"If I forgot Question & Answers, what will be the procedure and details required for it?
","In this case, you have to select forgot Question & Answers option, available on forgot Login PIN page.
Enter registered email ID. An OTP will be sent on the entered email ID (valid for 10 Min)
Enter OTP and Submit."
139,"What is the difference between Login PIN and UPI PIN?
","Login PIN
It is used for logging into UPI App.
UPI PIN
It is a 2nd factor authentication which is used for completing all financial and non-financial transactions on UPI & USSD platforms."
140,"How can I transfer funds to any Bank Account?
","The different channels for transferring funds using UPI are:
Virtual ID
Account number + IFSC
Mobile number + MMID (only for BHIM Baroda Pay UPI App)"
141,"What is MMID?
","Mobile Money Identifier (MMID) is a seven digits random number issued by the bank upon registration. Remitter (customer who wants to send money) and Beneficiary (customer who wants to receive the money) should have this MMID for doing these interbank funds transfer.

"
142,"How can I perform transactions using BHIM Baroda Pay UPI?
","After adding bank account, generate virtual address and set UPI PIN for authenticating transactions
Click on Pay.
If you choose to transact using Virtual Address, enter valid virtual address of the beneficiary. The beneficiary must be registered with UPI.
If you choose to transact through IFSC code and bank account number, enter the required details. In such case, the beneficiary need not register with UPI.
To ask for money from friends, use Collect Money option, enter the payer details and click collect money.
To approve collect money requests raised by friends, click Pending approval option.
To Make Payment through QR code click to Scan & Pay option available on home page."
143,"Can I put a stop payment request for funds transferred by UPI?
","No, once the payment is initiated, it cannot be stopped.

"
144,"Does the customer need to register a beneficiary before transferring funds through UPI? What details of beneficiary will be required?
","No, registration of Beneficiary is not required for transferring funds through UPI as the fund would be transferred on the basis of Virtual ID/Account + IFSC/Mobile Number+MMID. However, Application will ask user to create beneficiary list for future payments. List of Beneficiary (Add/delete) can be managed through Contact Management option available in application.

"
145,"Does a customer need to have a bank account, or this can be linked to a card or wallet?
","No, customer cannot link a wallet to UPI, only bank accounts can be added.

"
146,"Does the beneficiary also have to register for UPI for receiving funds?
","In case of Virtual ID transaction & QR Code, the beneficiary needs to have a Virtual ID and in turn be registered with UPI but in case of Account + IFSC the beneficiary need not be registered for UPI

"
147,"How can I receive/collect funds in my account from other account?
","You can receive/collect payment through Virtual Payment Address and by generating Static/Dynamic QR code through application.

"
148,"How do I know if someone has sent collect request to me?
","You will receive SMS & notification for the collect request from Payer PSP

"
149,"I want to initiate a Collect request. Can I set an expiry time for the same?
","Yes, you can set the expiry time. You can set an expiry time from 30 minutes to 45 days, from the date of initiation of the transaction.

"
150,"What are the limits for E-commerce (Utility payment, bill payment, etc.?
","Txn Category	Txn Type	Min Amt.	Limit per txn (Rs)	Limit per day (Rs)	No of txn
per day per account
Person to Merchant (P2M)	All	1	1,00,000/-	1,00,000/-	20
Person to Merchant (P2M) (for Specific MCC)	All	1	2,00,000/-	2,00,000/-	20"
151,"What are the limits for IPO (Initial Public Offering) under ASBA facility in UPI?
","Txn Category	Txn Type	Min Amt.	Limit per txn (Rs)	Limit per day (Rs)	No of txn
per day per account
IPO (ASBA)	Collect	Not Applicable	5,00,000/-	15,00,000/-	Not Applicable
G-Sec through RBI Retail Direct Scheme (RDS)	Collect	Not Applicable	5,00,000/-	15,00,000/-	Not Applicable"
152,"What is the transaction limit for the first-time user in UPI?
","The transaction limit for first time UPI user is up to Rs. 5,000.

"
153,"How do I Pay an online merchant through BHIM Baroda Pay UPI?
","When you shop-online, you can pay through BHIM Baroda Pay UPI when you see UPI as a payment option. On clicking that, you will need to enter your Payment Address (e.g., imgm@barodapay). Once entered you will receive a collect request on your BHIM Baroda Pay UPI. Enter your UPI PIN here and your payment will be complete.

"
154,"Is there are any charges for using any service of UPI facility?
","Currently, there are no charges for using services of these UPI Applications.

"
155,"How long does it take for the remittance to get credited into the beneficiary account number?
","As facility is based on IMPS the funds should be credited into the beneficiary account immediately. In case transaction status showing pending/deemed the amount will be settled on T+1 working day by beneficiary bank to customer's account.

"
156,"How will I come to know that my account is debited, and funds have been credited in the beneficiary's account?
","The remitting bank sends a confirmation SMS of Success/Failure to customer about the transaction initiated by you.

"
157,"How does a beneficiary come to know of funds being credited to his/her banks account?
","The beneficiary bank sends a confirmation SMS of Success to the beneficiary customer informing him/her of the credit in the account. In our application you can view recent transaction & transaction history.

"
158,"When can I use the funds received through UPI?
","You can use the funds immediately on receipt of credit in the account. The funds received through UPI are good funds and can be used immediately upon credit.

"
159,"Can I transfer money abroad using UPI?
","No.

"
160,"Can I link my NRE/NRO Accounts in UPI?
","No, currently, you will not be able to link NRE/NRO Accounts under UPI.

"
161,"Where can I see all my past transactions?
","You can see 20 transactions your past transactions under 'Transaction History' available in the Application. You can also explore by using advance search option i.e., search by date and amount for last one month transaction.

"
162,"How can I De-register from UPI App and If De-registered is there an option to Re-register?
","You can go to the option de-register in the App itself by entering security answer. However, once de-registered you cannot register with same virtual ID for 2 years. You need to proceed with fresh registration, if once de-registered.

"
163,"Will these UPI Applications have a similar appearance on all phones?
","The appearance of these UPI applications may differ slightly on different phones; however, its functions and operations will remain the same, irrespective of the mobile handset being used.

"
164,"What if the Fund transfer transaction gets failed or transfer is made to incorrect account?
","You need to recheck all the beneficiary details while making any transaction. In case, if any such error occurs, you can raise complaint from the Application itself through the option complaints and contact to base branch to get Indemnity letter. Also, please read terms and conditions section of the application.
In case of failed transaction, amount will be refunded to the account generally within 3 working days.."
165,"What if the Recharge or Bill payment transaction gets failed or recharge is made to incorrect mobile?
","You need to recheck all the beneficiary details while making any transaction. In case of failed transactions of Recharge money will be re-funded to account generally on T+1 basis (T is date of transaction) and for Bill payment T+5 basis (T is date of transaction).

"
166,"If the transaction is not completed, will I get the money back? When?
","Yes, in case for any reason, technical or business, the UPI transaction is not completed the reversal of the remittance funds will happen immediately. In case if such a transaction becomes a subject to reconciliation wherein the fate of transaction is not determined immediately, the reversal of funds will happen generally in 3 working days.

"
167,"What if the status of transaction shows Deemed on the UPI application?
","Deemed refers to time out transaction. Which means it will be either credited to beneficiary customer on a +1(transaction date + 1) working day basis or will be reversed to your account on a +2 (transaction date + 2) working days basis.

"
168,"How to log a complaint on UPI App?
","You can go to the option Transaction History and can log a complaint for any transaction from the App itself. Once you have raised a complaint, you can check the status of your complaint with the option Dispute Management.

"
169,"How can I protect my UPI Application?
","UPI Applications equipped with security features (Login Pin & UPI PIN) which allows you to protect your app from misuse. Also, please ensure you select a PIN that is strong enough which is known only to you and do not note down or share your passwords. It is also good practice to change your passwords periodically. We also suggest you keep your Login Pin and UPI PIN different to minimize misuse of you UPI App. Further, please make sure you have successfully logged out your application after using it to minimize unauthorized access.

"
170,"How secure is my personal information?
","Nothing is stored on the mobile phone. We encrypt personal information using industry-leading encryption technology.

"
171,"If I change my UPI app/Handset/SIM, will I be required to register again or can I carry the same virtual address?
","In case of change in UPI app version/Handset/SIM, you need to re-register with the same process of mobile number verification along with verification of your account by validating UPI-PIN and no need to create new/change virtual address.

"
172,"What in Case I forgot UPI-PIN which is required to Re-Verify UPI profile?
","After entering incorrect UPI-PIN multiple times forgot UPI PIN option will be enable you can regenerate UPI PIN by using debit card Credential followed OTP.

"
173,"How safe is doing transactions with UPI App?
","Unified Payment Interface is highly secured as it works on two factor authentication (2FA), one being registered Mobile Number and second being UPI PIN incorporated with dedicated NPCI secured library.

"
174,"What happens if my mobile phone is being used by another person or is lost?
","In such a scenario, do not worry. The UPI app authenticates your identity through mobile number. In case of theft, get your mobile number blocked through your service provider. In addition, PIN would be required both for logging into the application and authorizing transaction. So, the possibility of security breach is minimized. As a practice, never disclose your PIN to anyone.

"
175,"Any Helpdesk or Customer Support number where I can get more information about the UPI Applications?
","
Bank of Baroda
Website - www.bankofbaroda.co.in
Contact Centre Number - click Here
Complaint Lodging - - https://smepaisa.bankofbaroda.co.in/onlinecomplaint/"
176,"How to register as Merchant?
","This option is available for BHIM Baroda Pay application users who can register themselves as a Merchant

Launch UPI App on your phone and enter the passcode to authenticate.
Click to option I am Merchant at home screen
In the next page, you have to enter merchant details. These include your business name, contact number, merchant category and merchant address with state and PIN code. Tap on the proceed button after entering all the details. .
You can create New VPA or use existing VPA for collection of Fund.
Confirm the details in next page and you are done. Your BHIM merchant account registration is complete, and your account is now live."
177,"Can users rollback after declaring as Merchant?
","No, users cannot rollback once they have declared themselves as Merchant.

"
178,"Are there any charges for Merchant Declaration and receiving payment through UPI?
","Currently, there are no charges for collection.

"
179,"How can I (Merchant) receive money using a Virtual Payment Address?
","Through Initiating Collect Request:

Login to UPI App
Navigate to VPA Collect
Enter Payer Virtual Address
Enter other required details
Click Initiate Collect
One can receive money after Payer approves Collect request
Through Generating Dynamic/Static QR code:

Login to UPI App
Navigate to QR Collect
Enter amount and remark
Click to Generate QR code
Merchant can paste UPI QR code in their shop or can share with email, WhatsApp, etc.
Customers have to open any UPI application and use Scan & Pay option to make payment."
180,"Baroda M-Invest App
","Baroda M-Invest is an online wealth manager, delivered through a mobile app. It simplifies all aspects of personal investing - completely paperless KYC, goal-based investing, research-based recommendation, jargon free tracking, straight through processing of transactions. The bank has partnered with leading robo advisory firm Finwizard Technology Pvt. Ltd. for the roll out of product.
Our customers can now download the app and invest in the partner mutual funds of Bank of Baroda in a completely digital way and track their money grow."
181,"Baroda M-Invest App : Features
","Features of M-Invest App
Baroda M-Invest is a free mobile investment manager that provides a simple, jargon-free approach to managing money.
Everything from KYC to investing, viewing your money and withdrawing money is completely online and paperless.
Baroda M-Invest takes the guesswork out of sound, long-term investing by combining world class investment research with skillful engineering.
This App empowers you to get guidance and make investments from anywhere, on-the-go."
182,"Baroda M-Invest App : How to Register?
","Step 1: Complete your KYC Registration in just 2 minutes!
Step 2: Withdraw money anytime with the tap of a button.
Step 3: Track/monitor your investments in real time.
Step 4: Baroda M-Invest helps you invest as per your goals in just 30 seconds.
Step 5: Choose investment option to grow your money.
Step 6: Browse through Baroda M-Invest's recommended best mutual funds."
183,What is registration/KYC?,"KYC is an acronym for “Know Your Customer”, used for customer identification. Just as you need to submit documents to open a bank account or get a SIM card, you need to complete this process before you can begin investing.
At Baroda m-invest, we have simplified the process of getting your KYC done – all you need to do is fill a few details on the app or website and upload a couple of photographs. It is completely done on the app itself and there is no paperwork, couriering, etc."
184,Can I start investing immediately?,"Yes, you can start investing with Baroda m-invest without submitting any documents and that too instantly! If you are already KYC compliant, you can invest immediately. All you have to do is log on to Baroda m-invest.com, enter your PAN and bank details, and that’s it!
If you are not KYC compliant, the process takes 1-2 days. The moment you enter your PAN number on the app, the system tells you whether you are KYC compliant or not."
185,What documents do I need to register on Baroda m-invest?,"We do not need any physical documents or photocopies.
All we need is photographs of the following from your cell-phone camera:

PAN card
Cancelled cheque leaf
Address proof – like Aadhaar card, driving license, voter card, passport or recent utility bill or bank statement
Selfie
IPV (In Person Verification) video"
186,Why do you need a photograph of cancelled cheque leaf?,"This is a snap of your cheque leaf with ‘Cancelled’ written across it. Regulation necessitates that your bank account for routing investments is on your name. To do this, we require a cancelled cheque leaf with your name pre-printed on it. If your name does not appear on the cheque leaf, then you can photograph your latest account statement from the same bank. All investments will happen through this bank account."
187,Why do you need a photograph of address proof?,"As part of the KYC process, regulations require you to provide a snap of address proof: like passport, Aadhaar card, voters identity card, driving license, utility bills (telephone bills for landline only, electricity bill, gas bill not more than 6 months old), bank account statement (not more than 6 months old).
However, if you are already a KYC verified customer, you don’t need to provide this document."
188,Why do you need a photograph of PAN card?,"As per regulatory requirements, Permanent Account Number (PAN) for all investments in mutual funds is mandatory."
189,Why do you a need a selfie?,We use this as your photograph to make the KYC application.
190,How does payment happen?,"Once you have chosen your investment, you will be taken to a payment gateway. There, the net banking of your chosen bank will appear and allow you to make the transfer.
In case you have started a systematic investment (SIP), all future investments will happen automatically through a bank mandate. We will be sending you a simple mandate for signature once you make the investment now."
191,Minimum amount required to start an investment?,"Minimum investment for one-time transaction is Rs. 5,000 & for SIP it is Rs. 500."
192,How to invest in your own choice of funds other than the suggested one?,One can select Do It Yourself (DIY) option & click on the search option. Users can also select the filter option and choose funds AMC wise.
193,What is an SIP?,"An SIP is a systematic investment of a fixed sum of money every month into a mutual fund. It is one of the simplest, yet most effective ways to save money regularly and grow it over time. Once initiated, the process happens every month automatically from the bank account."
194,Can I invest variable amounts every month in an SIP?,SIP investment amount need to be fixed only. Variable in the amount is not possible.
195,How is an SIP initiated/executed?,"You can invest in an SIP through the Baroda m-invest app by clicking ‘build wealth’ or ‘save for a goal’ or ‘save tax’. In each case, you need to only specify the monthly amount you can invest. The system recommends the funds and once you accept, takes you to a payment gateway. Your net banking opens there and you make the first payment.
Thereafter, we contact you for getting your signature on a bank mandate (called ECS mandate). This authorises your bank to transfer the same fixed amount of money every month to the fund automatically on a pre-defined day. Thereafter no intervention is required from your side."
196,Can I cancel an SIP/ECS mandate?,"Yes, you can. You just need to write a mail to ask@barodaminvest.com"
197,What is the minimum period for which I need to stay invested? Is there a lock in period? Is there any penalty (exit load) for earlier redemption?,"There is no minimum period or lock-in unless you invest in tax-saving schemes. You have the option to withdraw your money at any time.
Some products have loads (i.e. small charge) on premature exit."
198,Can I transfer my investments from Baroda m-invest to another broker?,"Yes. As your investments are held in your name with the mutual fund, you can request them to transfer your investments to the code of another broker. In that case of course, you can no longer see your money on our app thereafter."
199,How do I make a withdrawal from my account? Are there any charges on funds withdrawal?,You can place a withdrawal request on the app itself. We do not charge any fee for withdrawal. So you can always make a withdrawal at any time.
200,How long does it take to get the money?,"It takes T+1 working day for liquid funds to credit & T+3 working days for Equity funds to credit. At time there are few funds which might credit the amount after T+5 or T+6 working days as well. It will depend on the turnaround time (TAT) for every fund.
You will also get a statement from the fund house confirming the withdrawal and giving you the latest statement."
201,Can I get the credit in a different bank account?,"No, for security of your money, redemption are credited only to the same bank account you invested from. If you have closed that account, you can submit a request for a change in bank details. Please contact Baroda m-invest at +91 22 3014 7666 for this purpose. When that is approved, you can request the redemption."
202,Can I see all my investments here?,"Yes, you can view all your investments through Baroda m-invest in one place in the app. Values are updated every working day to reflect the latest balance. You can click on any of the items to drill down into specific goals and funds."
203,Can I see the report immediately after a transaction is done?,"Yes, you can – under the ‘pending’ tab of the report. This means the transaction is successful, but the allotment of fund units is pending.
The fund units get allotted to you on the next working day after you have made the transaction. The feeds come 1-2 days after that, which is when you can start seeing it in the regular portfolio. Till then, it continues to show as pending."
204,Can I withdraw money?,"Yes, you can withdraw money at any time by tapping ‘withdraw’ in the navigation drawer. If there are any funds under lock-in (usually tax saving funds), they will not be available for withdrawal, though they will show in your reports."
205,Who can invest through Baroda m-invest?,"Any Indian national, NRI or person of Indian origin having an Indian PAN card can invest through Baroda m-invest. NRIs or PIOs staying in US and Canada cannot invest at this point of time.
Baroda m-invest is not available for companies, partnership, trust, etc. – you can invest only in your personal capacity."
206,What is the process to get started?,"There are 2 simple steps to get started:

As per regulation, you need to complete a simple one-time process to begin investing. You just need to take pictures of your pan card, cheque leaf and an address proof.
We will intimate once the regulatory process is completed and you can start investing."
207,"bob World Internet Banking
","bob World Internet is the Bank of Baroda’s internet banking facility that caters to your banking needs 24/7 from the comfort of your home or office. Bank of Baroda has created few easy steps to access your bank account. You can view your bank balance, FD status, manage multiple accounts while also being able to transfer funds virtually, request for issuance of cheque books, liquidate FDs created online, pay your utility bills, among many other services. Hassle-free internet banking facilities makes banking with Bank of Baroda the perfect experience."
208,"bob World Internet Banking : Benefits
","Funds transfer through IMPS/ NEFT or RTGS.
 
Tax payment made easy
 
Pay for utilities
 
Pay tuition fees.
 
Book rail & air tickets online
 
Multiple workflows for corporate user accounts
 
Bulk payment facility
 
Open online fixed deposit or recurring deposit
 
Stop payment.
 
IPO subscription
 
Debit Card Management- for Card issuance, set limit, PIN, block for debit cards
 
Quick Fund Transfer"
209,"bob World Internet Banking : How to Register?
","Download appropriate internet banking form from the Home Page - Click the Link under ""Download Application Form"" to download form for retail users/corporate users. You can also get it from the branch.
Retail: All Individual account holders should use the retail form.
Corporate: All non-individuals i.e., companies, partnership firms, HUFs, sole proprietors should use corporate form.
The form should be duly filled in, signed by all signatories i.e., all joint account holders in case of a joint account, all partners in case of a partnership firm etc.
The form should be submitted through the base branch where the customer is maintaining the account for processing.
Customer will get the User ID on their registered Email ID, or they can retrieve their user ID by using the option “Forgot User ID” which is available at the login page of the bob World Internet.
Upon receipt of the User ID over registered email, the user has to set their password by using the option “Set Password/Forgot Password” which is available at the login page of the bob World Internet.
Retail customers having our bank’s active debit card, can register themselves for bob World Internet from his office/home without visiting branches. A link ‘Online Registration using Debit Card’ is available on the login page of bob World Internet.
Login to the website using the User ID and password."
